No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,開設者,管理者,歯科,矯正,小歯,口腔,備考,緯度,経度
705,大藤歯科医院,951-8006,新潟市中央区,附船町1丁目4383番地,025-223-2700,平成5年12月6日,大藤　泰人,大藤　泰人,1,0,0,0,,37.935291,139.055771
706,おおむら歯科医院,950-0944,新潟市中央区,愛宕1丁目2番8号,025-281-0632,平成20年7月22日,大村　伸介,大村　伸介,1,0,1,1,,37.888054,139.028488
707,岡崎歯科医院,951-8062,新潟市中央区,西堀前通4番町735番地岡崎ﾋﾞﾙ2階,025-229-0013,昭和46年10月10日,岡崎　康宏,岡崎　康宏,1,0,1,0,,37.91869,139.042404
708,岡田歯科医院,950-0912,新潟市中央区,南笹口1丁目10番7号,025-243-0875,平成22年5月16日,岡田　康孝,岡田　康孝,1,0,1,1,,37.908096,139.067352
709,岡田歯科医院,951-8063,新潟市中央区,古町通1番町523番地,025-222-3834,昭和47年1月4日,岡田　匠,岡田　匠,1,0,1,0,,37.915932,139.040359
710,小野歯科クリニック,950-0088,新潟市中央区,万代1丁目4番33号損保ｼﾞｬﾊﾟﾝ･新潟ｾﾝﾄﾗﾙﾋﾞﾙ3,025-241-0120,昭和63年10月1日,医療法人社団小野歯科クリニック,小野　兼義,1,1,1,1,,37.917416,139.057297
711,ｏｌｉｖｅ　ｄｅｎｔａｌ　ｈｏｕｓｅ,950-0983,新潟市中央区,神道寺1丁目1番24号,025-243-7761,平成22年10月1日,医療法人 olive dental house,佐藤　孝弘,1,0,1,1,,37.900547,139.057953
712,かいづクリニックドンテール,950-0962,新潟市中央区,出来島1丁目5-43,025-278-7157,平成21年9月1日,貝津　徹,貝津　徹,1,1,1,1,,37.90073,139.023712
713,勝見歯科医院,951-8131,新潟市中央区,白山浦1丁目405番地,025-265-1223,令和2年1月1日,勝見　麻矢,勝見　麻矢,1,0,0,0,,37.915558,139.034988
714,加藤歯科クリニック,951-8068,新潟市中央区,上大川前通5番町64番地1ｺｰﾌﾟｼﾃｨ上大川前101,025-224-8130,平成26年1月1日,加藤　雅也,加藤　雅也,1,0,1,0,,37.91877,139.04805
715,かなや歯科クリニック,950-0921,新潟市中央区,京王2丁目1-10,025-288-6487,平成21年7月13日,金谷　一彦,金谷　一彦,1,1,1,1,,37.895535,139.077469
716,金子医科歯科医院,950-0085,新潟市中央区,長嶺町3番18号,025-245-8537,平成2年5月7日,医療法人社団金子医科歯科医院,金子　康弘,1,0,0,0,,37.915161,139.070145
717,かみやま親子歯科,950-0945,新潟市中央区,女池上山2丁目6-13,025-285-0850,平成29年4月13日,島田　路征,島田　路征,1,1,1,0,,37.891403,139.029663
718,かも歯科クリニック,950-0908,新潟市中央区,幸西1丁目5番20号ﾒｿﾞﾝ八千代1F,025-244-5818,平成6年2月1日,加茂　芳江,加茂　芳江,1,0,1,0,,37.912083,139.050293
719,神田歯科医院,951-8166,新潟市中央区,関屋浜松町98番地,025-265-1565,令和6年5月1日,医療法人社団　神田歯科医院,神田　隆行,1,0,0,0,,37.907352,139.014664
720,キタムラ歯科医院,950-0951,新潟市中央区,鳥屋野2丁目5番21号,025-283-6766,令和7年6月1日,北村　雄樹,北村　雄樹,1,0,0,0,,37.886707,139.021301
721,矯正歯科さくらぎクリニック,950-0983,新潟市中央区,神道寺1丁目5番27号,025-243-0700,令和元年10月1日,医療法人矯正歯科さくらぎクリニック,長沼　一雄,0,1,0,0,,37.898354,139.0569
722,くりの木歯科,950-0075,新潟市中央区,沼垂東6丁目1-30,025-250-1718,平成20年9月16日,多和田　泰之,多和田　泰之,1,0,1,0,,37.922398,139.070404
723,Ｋ’ｓ　Ｗｈｉｔｅ　Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ,951-8068,新潟市中央区,上大川前通11番町1899番地,025-222-8318,令和6年1月1日,医療法人桜眞会,北村　真知子,1,0,0,0,,37.927383,139.049438
724,ごとう歯科クリニック,950-0951,新潟市中央区,鳥屋野南3丁目13番7号,025-383-6874,平成27年3月16日,後藤　正識,後藤　正識,1,0,1,1,,37.884335,139.030609
725,沼垂すずらん歯科,950-0075,新潟市中央区,沼垂東1丁目7番12号,025-244-6510,平成27年7月1日,岡本　桂子,岡本　桂子,1,0,1,0,,37.918243,139.070984
726,近藤歯科医院,950-0981,新潟市中央区,堀之内1番地,025-285-1497,平成31年4月8日,近藤　道人,近藤　道人,1,0,0,1,,37.904415,139.045975
727,齋藤歯科医院,950-0865,新潟市中央区,本馬越1丁目10番16号,025-247-0551,令和7年3月21日,齋藤　太郎,齋藤　太郎,1,0,0,1,,37.912514,139.076111
728,齋藤正直歯科医院,950-0922,新潟市中央区,山二ﾂ3丁目33番18号,025-288-6631,平成27年5月1日,齋藤　正直,齋藤　正直,1,0,1,1,,37.894409,139.089661
729,坂井歯科医院,950-0077,新潟市中央区,天明町2番17号藤屋ﾋﾞﾙ1F,025-244-9084,平成6年10月12日,坂井　広也,坂井　広也,1,0,1,1,,37.918819,139.06398
730,笹出線歯科クリニック,950-0916,新潟市中央区,米山10-8日生不動産米山ﾋﾞﾙ1階BC室,025-383-8119,平成29年2月14日,阿部　祐三,阿部　祐三,1,0,1,1,,37.906441,139.054184
731,ささくら矯正歯科クリニック,951-8126,新潟市中央区,学校町通2番町598番地35号 ,025-227-1414,令和4年12月12日,医療法人社団整歯会,野田　千恵,0,1,0,0,,37.917149,139.034424
732,佐藤歯科医院,951-8103,新潟市中央区,田中町5179番地,025-223-3073,平成24年11月19日,佐藤　詠生,佐藤　詠生,1,0,0,0,,37.929165,139.040955
733,三和歯科医院,951-8162,新潟市中央区,関屋本村町1丁目105番地,025-267-7797,平成21年1月1日,米澤　雅裕,米澤　雅裕,1,0,0,0,,37.913483,139.021973
734,塩屋歯科,950-0973,新潟市中央区,上近江4丁目9番9号,025-283-8500,令和5年11月20日,島田　奈々子,島田　奈々子　,1,0,1,1,,37.896774,139.031067
735,歯科・訪問やまもと歯科,950-0942,新潟市中央区,小張木2丁目16-41,025-369-4299,平成27年9月17日,山本　真也,山本　真也,1,0,1,0,,37.886951,139.040833
736,しまだ歯科こども歯科クリニック,950-0953,新潟市中央区,大島204-1,025-250-7694,令和8年1月1日,医療法人社団しまだ歯科こども歯科クリニック,島田　正美,1,0,1,1,,37.88171,139.024094
737,清水歯科医院,951-8066,新潟市中央区,東堀前通7番町1075番地,025-222-3924,平成20年7月1日,清水　剛,清水　剛,1,0,1,1,,37.922951,139.046509
738,清水たろう歯科,950-0932,新潟市中央区,長潟1201-1,025-257-0888,令和6年6月1日,医療法人社団　清水たろう歯科,清水　太郎,1,1,1,1,,37.884426,139.064865
739,春ぞうデンタルクリニック,950-0923,新潟市中央区,姥ｹ山3丁目12-11,025-286-1180,平成26年6月1日,赤柴　航,赤柴　航,1,0,1,0,,37.88678,139.079834
740,じょうじ歯科クリニック,950-0982,新潟市中央区,堀之内南1丁目15番15号とやのｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ内,025-244-0848,平成14年12月30日,上路　敬一,上路　敬一,1,0,1,0,,37.905277,139.052322
741,すずの木歯科クリニック,950-0973,新潟市中央区,上近江2丁目2-20-1,025-281-8211,令和8年1月1日,医療法人社団　すずの木,鈴木　達也,1,1,1,1,,37.900574,139.037155
742,すみや歯科医院,950-0932,新潟市中央区,長潟3丁目7番20号,025-287-5551,平成2年4月4日,角屋　雅充,角屋　雅充,1,0,0,0,,37.887474,139.070801
743,田井デンタルクリニック,950-0954,新潟市中央区,美咲町1丁目31番15号,025-280-1700,平成18年4月6日,田井　秀明,田井　秀明,1,1,1,1,,37.892281,139.015839
744,高瀬歯科,950-0088,新潟市中央区,万代2丁目3番34号万代ｸﾞﾚｰｽ101号,025-243-0900,昭和53年10月2日,医療法人社団高瀬歯科,高瀬　和喜,1,0,0,0,,37.917599,139.054245
745,タケデンタルクリニック,950-0916,新潟市中央区,米山5丁目2番4号,025-243-5777,昭和54年10月1日,海津　健樹,海津　健樹,1,0,0,0,,37.906498,139.057419
746,田中歯科医院,951-8135,新潟市中央区,関屋新町通1丁目33番地,025-267-2313,昭和62年5月1日,田中　邦雄,田中　邦雄,1,0,0,0,,37.910702,139.024673
747,玉井歯科医院,951-8067,新潟市中央区,本町通9番町1325番地,025-222-3996,平成18年9月1日,玉井　克典,玉井　克典,1,0,0,0,,37.924828,139.048004
748,千歳歯科クリニック,950-0965,新潟市中央区,新光町5番1号千歳ﾋﾞﾙﾃﾞｨﾝｸﾞ1F,025-284-5811,昭和62年11月28日,近藤　敏明,近藤　敏明,1,0,0,0,,37.899944,139.022186
749,池主歯科医院,951-8152,新潟市中央区,信濃町5番23号,025-265-0010,平成30年1月1日,池主　塁,池主　塁,1,0,1,1,,37.906883,139.012802
750,中央歯科クリニック,950-1151,新潟市中央区,湖南4-10,025-281-1711,令和2年1月1日,医療法人社団心愛会,金子　正幸,1,1,1,0,,37.876839,139.039032
751,筒井歯科クリニック,951-8131,新潟市中央区,白山浦2丁目646番97号,025-234-2200,令和6年7月1日,医療法人社団ＴＤＣ,筒井　武史,1,0,0,0,,37.911827,139.028595
752,常川歯科医院,950-0082,新潟市中央区,東万代町9番地21号,025-241-6474,昭和56年6月14日,常川　宏一,常川　宏一,1,0,0,0,,37.917324,139.062622
753,つるい歯科クリニック,950-0864,新潟市中央区,紫竹1丁目5-39,025-247-3818,平成29年6月19日,敦井　智賀子,敦井　智賀子,1,0,1,1,,37.90834,139.074585
754,てじま歯科医院,950-0088,新潟市中央区,万代1丁目2番14号ｼﾙﾊﾞｰ流通ﾋﾞﾙ501,025-241-3623,平成10年4月27日,手島　秀之,手島　秀之,1,0,0,0,,37.915218,139.056656
755,デンタルオフィスｆｒｏｈ,950-0993,新潟市中央区,上所中1丁目2番12号 ﾆﾁﾚｵZ-B,025-384-4420,平成30年8月8日,金田　恒,金田　恒,1,0,0,0,,37.906693,139.03833
756,長井歯科医院,950-0992,新潟市中央区,上所上3丁目1番35号,025-283-6861,昭和60年6月18日,長井　隆,長井　隆,1,0,1,1,,37.903435,139.031967
757,永井歯科クリニック,950-0082,新潟市中央区,東万代町9番地21号9番38号 ﾛｲﾔﾙﾊﾟｰｸｽER万代1階,025-278-8838,令和元年8月15日,永井　渉,永井　渉,1,0,1,1,,37.917324,139.062622
758,新潟駅前歯科クリニック,950-0901,新潟市中央区,弁天1丁目1-22東信新潟ﾋﾞﾙ4階,025-245-7773,平成30年5月1日,医療法人社団匠友会,寺尾　豊,1,0,1,1,,37.91291,139.059708
759,新潟県歯科医師会附属歯科診療所,950-0982,新潟市中央区,堀之内南3丁目8番13号,025-283-3030,昭和55年11月1日,新潟県歯科医師会,渡邊　健造,1,0,0,0,,37.900864,139.050186
760,野村歯科医院,950-0916,新潟市中央区,米山6丁目1番12号,025-240-7800,平成11年4月14日,野村　隆,野村　隆,1,0,1,0,,37.903664,139.058609
761,公益財団法人新潟県歯科保健協会附属歯科診療所,950-0982,新潟市中央区,堀之内南3丁目8番13号,025-283-0525,昭和58年4月1日,公益財団法人新潟県歯科保健協会,池主　憲夫,1,0,0,0,,37.900864,139.050186
762,医療法人社団長谷川歯科,951-8132,新潟市中央区,一番堀通町5938番地,025-233-7117,昭和61年8月1日,医療法人社団長谷川歯科,長谷川　満男,1,0,1,1,,37.913933,139.035217
763,万代デンタルクリニック,950-0909,新潟市中央区,八千代2丁目4番28号,025-288-1277,平成27年7月10日,岡田　英之,岡田　英之,1,0,0,0,,37.915821,139.052032
764,新潟県庁内歯科診療所,950-0965,新潟市中央区,新光町4番地1号,025-285-5591,平成9年12月15日,笹川　武次郎,笹川　武次郎,1,0,1,0,,37.902454,139.023331
765,新潟市口腔保健福祉センター,950-0914,新潟市中央区,紫竹山3丁目3番11号,025-244-5231,平成21年4月1日,新潟市長,佐藤　順子,1,0,1,1,,37.900879,139.070206
766,西堀さとう歯科,951-8061,新潟市中央区,西堀通6番町877番地1 3階,025-201-7302,平成30年4月19日,医療法人社団佐藤神経内科クリニック,佐藤　洋介,1,0,0,1,,37.923271,139.042877
767,ノエル　デンタルクリニック万代,950-0088,新潟市中央区,万代4丁目1番6号新潟あおばﾋﾞﾙ2階,025-243-6480,平成29年9月19日,山田　一穂,山田　一穂,1,1,1,1,,37.917446,139.057846
768,のぞみ矯正・歯科クリニック,951-8068,新潟市中央区,上大川前通1番町154番地新潟白山公園ﾋﾞﾙ2階,025-227-3030,平成27年1月13日,川原　のぞみ,川原　のぞみ,1,1,1,0,,37.914833,139.042725
769,ハート歯科クリニック,951-8165,新潟市中央区,関屋金鉢山町76番地ﾏﾝｼｮﾝﾛﾋﾞﾝ104号,025-378-0700,平成23年3月1日,豊里　晃,豊里　晃,1,0,1,1,,37.908508,139.01741
770,はぎわら歯科クリニック,950-0962,新潟市中央区,出来島1丁目6番1号ﾒﾃﾞｨｶﾙﾋﾞﾙ2F,025-281-0234,平成31年4月1日,社会福祉法人修愛会,萩原　和夫,1,0,0,0,,37.900646,139.023682
771,はせがわ矯正歯科クリニック,950-0086,新潟市中央区,花園1丁目1番1号新潟駅CoCoLo本館ﾒﾃﾞｨｶﾙｺｰﾄA,025-243-2050,平成17年12月20日,長谷川　雅,長谷川　雅,0,1,0,0,,37.913288,139.060867
772,花園歯科新潟駅前診療所,950-0086,新潟市中央区,花園1丁目2番2号ｺｰﾌﾟｼﾃｨ花園2階,025-246-8028,平成28年10月1日,医療法人社団　花園歯科,包　隆穂,1,0,1,1,,37.913258,139.061905
773,医療法人社団　晃翔会　日野歯科クリニック,951-8113,新潟市中央区,寄居町342番地,025-228-1626,令和元年11月1日,医療法人社団　晃翔会,日野　晃伸,1,0,0,1,,37.922413,139.040604
774,ふくい矯正歯科医院,950-0945,新潟市中央区,女池上山2丁目13番23号,025-384-8729,平成30年11月9日,福井　忠雄,福井　忠雄,0,1,0,0,,37.890903,139.028366
775,藤村歯科医院,950-0941,新潟市中央区,女池7丁目11番8号,025-285-6480,昭和57年4月2日,藤村　東五,藤村　東五,1,1,1,0,,37.889107,139.043686
776,ふるまち歯科,951-8066,新潟市中央区,東堀前通2番町361番地ﾒｿﾞﾝﾄﾞｽｶｲ1階,025-201-7928,令和2年3月17日,中村　輝保,中村　輝保,1,1,1,1,,37.916145,139.042252
777,星野歯科医院,951-8068,新潟市中央区,上大川前通9番町1281番地,025-222-5435,昭和44年4月11日,星野　敬,星野　敬,1,0,0,0,,37.925026,139.048615
778,堀田歯科医院,950-0911,新潟市中央区,笹口3丁目11番7号,025-288-6626,平成25年12月9日,堀田　千明,堀田　千明,1,0,1,1,,37.912243,139.070068
779,堀歯科医院,950-0925,新潟市中央区,弁天橋通1丁目5番1号,025-286-4188,平成17年9月1日,堀　久至,堀　久至,1,0,1,0,,37.892971,139.069107
780,ホワイト歯科クリニック,951-8131,新潟市中央区,白山浦2丁目646番地32,025-232-8052,平成9年4月2日,長谷川　圭介,長谷川　圭介,1,0,0,0,,37.911827,139.028595
781,ＷｈｉｔｅＢｅｒｒｙ万代デンタルクリニック,950-0088,新潟市中央区,万代1丁目2番12号ｺｽﾓ万代2階,025-286-0119,平成28年6月29日,医療法人　明和会,板垣　壮侑,0,1,0,0,,37.915127,139.056824
782,本町みゆき歯科,951-8067,新潟市中央区,本町通6番町1108番地1ぷらっと本町ﾋﾞﾙ1階,025-222-8148,平成22年8月1日,佐藤　三幸,佐藤　三幸,1,1,1,0,,37.920357,139.04628
783,ほんま歯科クリニック,950-0911,新潟市中央区,笹口1丁目1番1号ﾌﾟﾗｰｶﾒﾃﾞｨｶﾙｽｸｴｱ,025-240-0422,平成25年5月1日,本間　麻奈美,本間　麻奈美,1,0,1,1,,37.910976,139.063766
784,まつい歯科こども歯科クリニック,950-0922,新潟市中央区,山二ﾂ4丁目4番7号,025-287-8241,平成18年12月4日,松井　大介,松井　大介,1,0,1,0,,37.891563,139.083572
785,松川歯科医院,951-8114,新潟市中央区,営所通1番町314番地,025-222-0159,平成24年4月1日,松川　和洋,松川　和洋,1,0,1,1,,37.921196,139.039764
786,松川歯科医院,950-0117,新潟市中央区,月町2048番地,025-224-5261,令和5年9月7日,松川　義之,松川　義之,1,0,1,1,,37.922855,139.050766
787,松波町歯科医院,951-8161,新潟市中央区,関屋松波町3丁目199番,025-231-6480,平成4年8月3日,久須美　幸一,久須美　幸一,1,0,1,0,,37.91592,139.020126
788,まつみだい歯科診療所アネックス古町,951-8061,新潟市中央区,西堀通6番町866番地,025-226-2525,平成29年9月15日,医療法人社団　明理会,金子　広美,1,1,1,1,,37.922489,139.043228
789,水落歯科医院,951-8061,新潟市中央区,西堀通3番町258番地,025-222-7422,昭和54年1月8日,医療法人社団水落会,水落　力,1,0,0,0,,37.919125,139.04007
790,みねお歯科医院,950-0964,新潟市中央区,網川原2丁目10番10号,025-285-7588,平成2年3月31日,峯尾　総一,峯尾　総一,1,0,1,0,,37.891872,139.023743
791,宮尾歯科クリニック,950-0973,新潟市中央区,上近江4丁目12番20号Dekky401 1F,025-374-6480,平成19年4月3日,宮尾　益佳,宮尾　益佳,1,0,1,0,,37.897877,139.030624
792,宮本歯科医院,950-0915,新潟市中央区,鐙西1丁目10番15号石黒ﾋﾞﾙ2F,025-243-3433,昭和61年3月10日,宮本　重雄,宮本　重雄,1,0,0,0,,37.902397,139.065643
793,村田歯科医院,951-8067,新潟市中央区,本町通8番町1353番地,025-222-3515,平成25年6月11日,村田　雅史,村田　雅史,1,0,1,0,,37.924248,139.047348
794,村田歯科医院,950-0916,新潟市中央区,米山6丁目8番21号,025-243-5156,平成14年4月1日,村田　裕史,村田　裕史,1,0,0,0,,37.902531,139.057281
795,諸見里歯科医院,950-0972,新潟市中央区,新和3丁目16番14号,025-284-2030,昭和49年7月1日,諸見里　聖一,諸見里　聖一,1,1,1,0,,37.898438,139.041519
